LATITUDE,LONGITUDE,CATEGORY,STATES_NAME_EN,REGION_EN,NAME_EN
32.48333,3.68333,Cultural,Algeria,Arab States,M'Zab Valley
36.32056,5.73667,Cultural,Algeria,Arab States,Djémila
36.55,2.383333333,Cultural,Algeria,Arab States,Tipasa
35.48416667,6.468861111,Cultural,Algeria,Arab States,Timgad
36.78333,3.06028,Cultural,Algeria,Arab States,Kasbah of Algiers
42.49472222,1.595555556,Cultural,Andorra,Europe and North America,Madriu-Perafita-Claror Valley
-6.268888889,14.24972222,Cultural,Angola,Africa,"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo"
17.00694444,-61.76166667,Cultural,Antigua and Barbuda,Latin America and the Caribbean,Antigua Naval Dockyard and Related Archaeological Sites
-50,-73.24944,Natural,Argentina,Latin America and the Caribbean,Los Glaciares National Park
-25.51805556,-54.13333333,Natural,Argentina,Latin America and the Caribbean,Iguazu National Park
-47.15,-70.66666667,Cultural,Argentina,Latin America and the Caribbean,"Cueva de las Manos, Río Pinturas"
26.23306,50.52722222,Cultural,Bahrain,Arab States,Qal⿿at al-Bahrain ⿿ Ancient Harbour and Capital of Dilmun
26.24128,50.61351,Cultural,Bahrain,Arab States,"Pearling, Testimony of an Island Economy"
26.14972222,50.51277778,Cultural,Bahrain,Arab States,Dilmun Burial Mounds
22.66667,89.8,Cultural,Bangladesh,Asia and the Pacific,Historic Mosque City of Bagerhat
25.03333333,88.98333333,Cultural,Bangladesh,Asia and the Pacific,Ruins of the Buddhist Vihara at Paharpur
21.95,89.18333,Natural,Bangladesh,Asia and the Pacific,The Sundarbans
13.09666667,-59.61388889,Cultural,Barbados,Latin America and the Caribbean,Historic Bridgetown and its Garrison
53.45108333,26.47272222,Cultural,Belarus,Europe and North America,Mir Castle Complex
53.22278,26.69139,Cultural,Belarus,Europe and North America,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh"
51.03097222,4.47375,Cultural,Belgium,Europe and North America,Flemish Béguinages
50.48111,4.13722,Cultural,Belgium,Europe and North America,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)"
50.84668,4.35242,Cultural,Belgium,Europe and North America,"La Grand-Place, Brussels"
51.20891,3.22527,Cultural,Belgium,Europe and North America,Historic Centre of Brugge
50.82806,4.36223,Cultural,Belgium,Europe and North America,Major Town Houses of the Architect Victor Horta (Brussels)
50.43077,3.97879,Cultural,Belgium,Europe and North America,Neolithic Flint Mines at Spiennes (Mons)
50.60603,3.38926,Cultural,Belgium,Europe and North America,Notre-Dame Cathedral in Tournai
51.21833,4.39778,Cultural,Belgium,Europe and North America,Plantin-Moretus House-Workshops-Museum Complex
50.835,4.416111111,Cultural,Belgium,Europe and North America,Stoclet House
50.43527778,3.838333333,Cultural,Belgium,Europe and North America,Major Mining Sites of Wallonia
16.75,-87.05833333,Natural,Belize,Latin America and the Caribbean,Belize Barrier Reef Reserve System
7.183333333,1.983333333,Cultural,Benin,Africa,Royal Palaces of Abomey
-19.58361,-65.75306,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,City of Potosí
-16,-60.5,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,Jesuit Missions of the Chiquitos
-19.04306,-65.25917,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,Historic City of Sucre
-16.55833333,-68.67778,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture
-18.16666667,-63.81666667,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean,Fuerte de Samaipata
-14.26667,-60.86667,Natural,Bolivia (Plurinational State of),Latin America and the Caribbean,Noel Kempff Mercado National Park
43.34812,17.81092,Cultural,Bosnia and Herzegovina,Europe and North America,Old Bridge Area of the Old City of Mostar
43.78144444,19.288025,Cultural,Bosnia and Herzegovina,Europe and North America,Mehmed Paša SokoloviĿ Bridge in Višegrad
-17.5,128.5,Natural,Australia,Asia and the Pacific,Purnululu National Park
-37.80611111,144.9702778,Cultural,Australia,Asia and the Pacific,Royal Exhibition Building and Carlton Gardens
-33.37833333,150.9944444,Cultural,Australia,Asia and the Pacific,Australian Convict Sites
-22.5625,113.8102778,Natural,Australia,Asia and the Pacific,Ningaloo Coast
-38.08111111,141.8852778,Cultural,Australia,Asia and the Pacific,Budj Bim Cultural Landscape
47.80055556,13.04333333,Cultural,Austria,Europe and North America,Historic Centre of the City of Salzburg
47.64877778,15.82797222,Cultural,Austria,Europe and North America,Semmering Railway
48.18666667,16.31333333,Cultural,Austria,Europe and North America,Palace and Gardens of Schönbrunn
47.55944444,13.64638889,Cultural,Austria,Europe and North America,Hallstatt-Dachstein / Salzkammergut Cultural Landscape
47.07416667,15.39166667,Cultural,Austria,Europe and North America,City of Graz ⿿ Historic Centre and Schloss Eggenberg
48.36444444,15.43416667,Cultural,Austria,Europe and North America,Wachau Cultural Landscape
48.21666667,16.38333333,Cultural,Austria,Europe and North America,Historic Centre of Vienna
40.36666667,49.83333333,Cultural,Azerbaijan,Europe and North America,Walled City of Baku with the Shirvanshah's Palace and Maiden Tower
40.125,49.375,Cultural,Azerbaijan,Europe and North America,Gobustan Rock Art Cultural Landscape
41.20333333,47.1875,Cultural,Azerbaijan,Europe and North America,Historic Centre of Sheki with the Khan⿿s Palace
-18.23333333,-43.6,Cultural,Brazil,Latin America and the Caribbean,Historic Centre of the Town of Diamantina
-16.5,-39.25,Natural,Brazil,Latin America and the Caribbean,Discovery Coast Atlantic Forest Reserves
-24.16667,-48,Natural,Brazil,Latin America and the Caribbean,Atlantic Forest South-East Reserves
-15.93328,-50.13336,Cultural,Brazil,Latin America and the Caribbean,Historic Centre of the Town of Goiás
-2.333333333,-62.00833333,Natural,Brazil,Latin America and the Caribbean,Central Amazon Conservation Complex
-17.71667,-57.38333,Natural,Brazil,Latin America and the Caribbean,Pantanal Conservation Area
-3.857944444,-32.42511111,Natural,Brazil,Latin America and the Caribbean,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves
-14.00569444,-47.68461111,Natural,Brazil,Latin America and the Caribbean,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks
-22.94777778,-43.29138889,Cultural,Brazil,Latin America and the Caribbean,Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea
42.65611,27.73,Cultural,Bulgaria,Europe and North America,Ancient City of Nessebar
44.11444,27.07806,Natural,Bulgaria,Europe and North America,Srebarna Nature Reserve
41.74272222,23.43047222,Natural,Bulgaria,Europe and North America,Pirin National Park
43.66667,26.66667,Cultural,Bulgaria,Europe and North America,Thracian Tomb of Sveshtari
10.25,-3.583333333,Cultural,Burkina Faso,Africa,Ruins of Loropéni
12.58775833,-3.328986111,Cultural,Burkina Faso,Africa,Ancient ferrous metallurgy sites of Burkina Faso
14.91513889,-23.60519444,Cultural,Cabo Verde,Africa,"Cidade Velha, Historic Centre of Ribeira Grande"
13.43333333,103.8333333,Cultural,Cambodia,Asia and the Pacific,Angkor
14.38833333,104.6838889,Cultural,Cambodia,Asia and the Pacific,Temple of Preah Vihear
48.105,-66.35305556,Natural,Canada,Europe and North America,Miguasha National Park
44.37611111,-64.30916667,Cultural,Canada,Europe and North America,Old Town Lunenburg
44.99438611,-75.765125,Cultural,Canada,Europe and North America,Rideau Canal
45.70972222,-64.43583333,Natural,Canada,Europe and North America,Joggins Fossil Cliffs
45.11833333,-64.30722222,Cultural,Canada,Europe and North America,Landscape of Grand Grand Pr&eacute
51.726925,-56.42952222,Cultural,Canada,Europe and North America,Red Bay Basque Whaling Station
12.8725,105.0430556,Cultural,Cambodia,Asia and the Pacific,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura"
3,13,Natural,Cameroon,Africa,Dja Faunal Reserve
51.46666667,-55.61666667,Cultural,Canada,Europe and North America,L⿿Anse aux Meadows National Historic Site
61.54722222,-125.5894444,Natural,Canada,Europe and North America,Nahanni National Park
50.76777778,-111.4922222,Natural,Canada,Europe and North America,Dinosaur Provincial Park
52.095,-131.2202778,Cultural,Canada,Europe and North America,SG_ang Gwaay Llanagaay
49.74944444,-113.6238889,Cultural,Canada,Europe and North America,Head-Smashed-In Buffalo Jump
59.35833333,-112.2933333,Natural,Canada,Europe and North America,Wood Buffalo National Park
46.80944444,-71.21055556,Cultural,Canada,Europe and North America,Historic District of Old Quebec
51.42472222,-116.4797222,Natural,Canada,Europe and North America,Canadian Rocky Mountain Parks
49.6125,-57.53138889,Natural,Canada,Europe and North America,Gros Morne National Park
-11.01611111,-37.21,Cultural,Brazil,Latin America and the Caribbean,São Francisco Square in the Town of São Cristóvão
-23.01860556,-44.68536944,Mixed,Brazil,Latin America and the Caribbean,Paraty and Ilha Grande ⿿ Culture and Biodiversity
-19.85194444,-43.97361111,Cultural,Brazil,Latin America and the Caribbean,Pampulha Modern Ensemble
-22.89711111,-43.18739444,Cultural,Brazil,Latin America and the Caribbean,Valongo Wharf Archaeological Site
42.65,23.26666667,Cultural,Bulgaria,Europe and North America,Boyana Church
43.3,27.15,Cultural,Bulgaria,Europe and North America,Madara Rider
42.61666667,25.4,Cultural,Bulgaria,Europe and North America,Thracian Tomb of Kazanlak
43.71666667,25.96666667,Cultural,Bulgaria,Europe and North America,Rock-Hewn Churches of Ivanovo
42.11666667,23.4,Cultural,Bulgaria,Europe and North America,Rila Monastery
-18.75,21.73333333,Cultural,Botswana,Africa,Tsodilo
-19.28333333,22.9,Natural,Botswana,Africa,Okavango Delta
-20.38888889,-43.50555556,Cultural,Brazil,Latin America and the Caribbean,Historic Town of Ouro Preto
-8.013333333,-34.845,Cultural,Brazil,Latin America and the Caribbean,Historic Centre of the Town of Olinda
-12.96666667,-38.5,Cultural,Brazil,Latin America and the Caribbean,Historic Centre of Salvador de Bahia
-20.49972222,-43.85777778,Cultural,Brazil,Latin America and the Caribbean,Sanctuary of Bom Jesus do Congonhas
-25.68333,-54.43333,Natural,Brazil,Latin America and the Caribbean,Iguaçu National Park
-15.78333,-47.9,Cultural,Brazil,Latin America and the Caribbean,Brasilia
-8.416666667,-42.33333333,Cultural,Brazil,Latin America and the Caribbean,Serra da Capivara National Park
-2.514166667,-44.3025,Cultural,Brazil,Latin America and the Caribbean,Historic Centre of São Luís
35.61167,116.975,Cultural,China,Asia and the Pacific,Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu
32.46667,111,Cultural,China,Asia and the Pacific,Ancient Building Complex in the Wudang Mountains
29.65792,91.11717,Cultural,China,Asia and the Pacific,"Historic Ensemble of the Potala Palace, Lhasa"
29.43333333,115.8666667,Cultural,China,Asia and the Pacific,Lushan National Park
29.5449,103.76925,Mixed,China,Asia and the Pacific,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area"
26.86667,100.23333,Cultural,China,Asia and the Pacific,Old Town of Lijiang
37.20139,112.15444,Cultural,China,Asia and the Pacific,Ancient City of Ping Yao
31.31666667,120.45,Cultural,China,Asia and the Pacific,Classical Gardens of Suzhou
39.91055556,116.1411111,Cultural,China,Asia and the Pacific,"Summer Palace, an Imperial Garden in Beijing"
39.84555556,116.4447222,Cultural,China,Asia and the Pacific,Temple of Heaven: an Imperial Sacrificial Altar in Beijing
27.71667,117.68333,Mixed,China,Asia and the Pacific,Mount Wuyi
29.70111,105.705,Cultural,China,Asia and the Pacific,Dazu Rock Carvings
31.00167,103.60528,Cultural,China,Asia and the Pacific,Mount Qingcheng and the Dujiangyan Irrigation System
29.90444444,117.9875,Cultural,China,Asia and the Pacific,Ancient Villages in Southern Anhui ⿿ Xidi and Hongcun
34.46666667,112.4666667,Cultural,China,Asia and the Pacific,Longmen Grottoes
41.70722222,124.7938889,Cultural,China,Asia and the Pacific,Imperial Tombs of the Ming and Qing Dynasties
40.10972,113.12222,Cultural,China,Asia and the Pacific,Yungang Grottoes
27.895,98.40638889,Natural,China,Asia and the Pacific,Three Parallel Rivers of Yunnan Protected Areas
22.19129194,113.5364611,Cultural,China,Asia and the Pacific,Historic Centre of Macao
23.09327778,102.7799806,Cultural,China,Asia and the Pacific,Cultural Landscape of Honghe Hani Rice Terraces
22.28551944,112.5658611,Cultural,China,Asia and the Pacific,Kaiping Diaolou and Villages
25.02305556,117.6858333,Cultural,China,Asia and the Pacific,Fujian <em>Tulou</em>
36.12666667,114.3138889,Cultural,China,Asia and the Pacific,Yin Xu
51.82641667,-95.41127778,Mixed,Canada,Europe and North America,Pimachiowin Aki
46.635,-53.21111111,Natural,Canada,Europe and North America,Mistaken Point
49.075,-111.6333333,Cultural,Canada,Europe and North America,Writing-on-Stone
9,21.5,Natural,Central African Republic,Africa,Manovo-Gounda St Floris National Park
19.055,20.50555556,Natural,Chad,Africa,Lakes of Ounianga
17.04166667,21.86277778,Mixed,Chad,Africa,Ennedi Massif: Natural and Cultural Landscape
-27.15,-109.45,Cultural,Chile,Latin America and the Caribbean,Rapa Nui National Park
-33.04063889,-71.628,Cultural,Chile,Latin America and the Caribbean,Historic Quarter of the Seaport City of Valparaíso
-42.5,-73.76666667,Cultural,Chile,Latin America and the Caribbean,Churches of Chiloé
-20.20582,-69.79406,Cultural,Chile,Latin America and the Caribbean,Humberstone and Santa Laura Saltpeter Works
-34.08444444,-70.38277778,Cultural,Chile,Latin America and the Caribbean,Sewell Mining Town
36.26667,117.1,Mixed,China,Asia and the Pacific,Mount Taishan
40.41667,116.08333,Cultural,China,Asia and the Pacific,The Great Wall
41.79416667,123.4469444,Cultural,China,Asia and the Pacific,Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang
40.13333,94.81667,Cultural,China,Asia and the Pacific,Mogao Caves
34.38333333,109.1,Cultural,China,Asia and the Pacific,Mausoleum of the First Qin Emperor
39.73333333,115.9166667,Cultural,China,Asia and the Pacific,Peking Man Site at Zhoukoudian
30.16667,118.18333,Mixed,China,Asia and the Pacific,Mount Huangshan
33.08333,103.91667,Natural,China,Asia and the Pacific,Jiuzhaigou Valley Scenic and Historic Interest Area
32.75417,103.82222,Natural,China,Asia and the Pacific,Huanglong Scenic and Historic Interest Area
29.33333,110.5,Natural,China,Asia and the Pacific,Wulingyuan Scenic and Historic Interest Area
40.98694,117.93833,Cultural,China,Asia and the Pacific,"Mountain Resort and its Outlying Temples, Chengde"
34.45874722,113.0677194,Cultural,China,Asia and the Pacific,Historic Monuments of Dengfeng in ⿿The Centre of Heaven and Earth⿝
30.2375,120.1408333,Cultural,China,Asia and the Pacific,West Lake Cultural Landscape of Hangzhou
28.42194444,106.0425,Natural,China,Asia and the Pacific,China Danxia
24.66888889,102.9772222,Natural,China,Asia and the Pacific,Chengjiang Fossil Site
42.358,116.1851278,Cultural,China,Asia and the Pacific,Site of Xanadu
41.96833333,80.35416667,Natural,China,Asia and the Pacific,Xinjiang Tianshan
34.69388889,112.4683333,Cultural,China,Asia and the Pacific,The Grand Canal
28.99861111,109.9669444,Cultural,China,Asia and the Pacific,Tusi Sites
22.25555556,107.0230556,Cultural,China,Asia and the Pacific,Zuojiang Huashan Rock Art Cultural Landscape
31.46972222,110.2438889,Natural,China,Asia and the Pacific,Hubei Shennongjia
35.38027778,92.43916667,Natural,China,Asia and the Pacific,Qinghai Hoh Xil
24.4475,118.0619444,Cultural,China,Asia and the Pacific,"Kulangsu, a Historic International Settlement"
27.89555556,108.68,Natural,China,Asia and the Pacific,Fanjingshan
30.39555556,119.9908333,Cultural,China,Asia and the Pacific,Archaeological Ruins of Liangzhu City
32.93194444,121.0168139,Natural,China,Asia and the Pacific,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I)
5.533333333,-87.06666667,Natural,Costa Rica,Latin America and the Caribbean,Cocos Island National Park
10.85,-85.61666667,Natural,Costa Rica,Latin America and the Caribbean,Area de Conservación Guanacaste
8.911388889,-83.4775,Cultural,Costa Rica,Latin America and the Caribbean,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís
5.75,-7.66667,Natural,Côte d'Ivoire,Africa,Taï National Park
9,-4,Natural,Côte d'Ivoire,Africa,Comoé National Park
5.195833333,3.736388889,Cultural,Côte d'Ivoire,Africa,Historic Town of Grand-Bassam
42.65056,18.09139,Cultural,Croatia,Europe and North America,Old City of Dubrovnik
43.50944,16.44333,Cultural,Croatia,Europe and North America,Historical Complex of Split with the Palace of Diocletian
44.87778,15.61444,Natural,Croatia,Europe and North America,Plitvice Lakes National Park
20.45,-75,Natural,Cuba,Latin America and the Caribbean,Alejandro de Humboldt National Park
22.61667,-83.71667,Cultural,Cuba,Latin America and the Caribbean,Viñales Valley
19.96666667,-75.87083333,Cultural,Cuba,Latin America and the Caribbean,"San Pedro de la Roca Castle, Santiago de Cuba"
19.88333,-77.63333,Natural,Cuba,Latin America and the Caribbean,Desembarco del Granma National Park
20.03,-75.39138889,Cultural,Cuba,Latin America and the Caribbean,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba
45.22917,13.59444,Cultural,Croatia,Europe and North America,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč
43.5125,16.25167,Cultural,Croatia,Europe and North America,Historic City of Trogir
43.73629,15.89038,Cultural,Croatia,Europe and North America,The Cathedral of St James in Šibenik
43.18166667,16.63861111,Cultural,Croatia,Europe and North America,Stari Grad Plain
23.13333333,-82.35,Cultural,Cuba,Latin America and the Caribbean,Old Havana and its Fortification System
21.80305556,-79.98444444,Cultural,Cuba,Latin America and the Caribbean,Trinidad and the Valley de los Ingenios
10.41666667,-75.53333333,Cultural,Colombia,Latin America and the Caribbean,"Port, Fortresses and Group of Monuments, Cartagena"
7.666666667,-77,Natural,Colombia,Latin America and the Caribbean,Los Katíos National Park
9.233333333,-74.43333333,Cultural,Colombia,Latin America and the Caribbean,Historic Centre of Santa Cruz de Mompox
2.583333333,-76.03333333,Cultural,Colombia,Latin America and the Caribbean,National Archeological Park of Tierradentro
1.916666667,-76.23333333,Cultural,Colombia,Latin America and the Caribbean,San Agustín Archaeological Park
5.471666667,-75.68166667,Cultural,Colombia,Latin America and the Caribbean,Coffee Cultural Landscape of Colombia
0.525277778,-72.79722222,Mixed,Colombia,Latin America and the Caribbean,Chiribiquete National Park ⿿ ⿿The Maloca of the Jaguar⿝
3.966666667,-81.61666667,Natural,Colombia,Latin America and the Caribbean,Malpelo Fauna and Flora Sanctuary
41.15694444,126.1872222,Cultural,China,Asia and the Pacific,Capital Cities and Tombs of the Ancient Koguryo Kingdom
30.83333333,103,Natural,China,Asia and the Pacific,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains "
24.92333333,110.3544444,Natural,China,Asia and the Pacific,South China Karst
39.03055556,113.5633333,Cultural,China,Asia and the Pacific,Mount Wutai
28.91583333,118.0644444,Natural,China,Asia and the Pacific,Mount Sanqingshan National Park
-2.5,28.75,Natural,Democratic Republic of the Congo,Africa,Kahuzi-Biega National Park
-2,21,Natural,Democratic Republic of the Congo,Africa,Salonga National Park
2,28.5,Natural,Democratic Republic of the Congo,Africa,Okapi Wildlife Reserve
55.64222222,12.07972222,Cultural,Denmark,Europe and North America,Roskilde Cathedral
56.03889,12.62083333,Cultural,Denmark,Europe and North America,Kronborg Castle
55.75638889,9.42,Cultural,Denmark,Europe and North America,"Jelling Mounds, Runic Stones and Church"
69.13333333,-49.5,Natural,Denmark,Europe and North America,Ilulissat Icefjord
55.26722222,12.42333333,Natural,Denmark,Europe and North America,Stevns Klint
55.35555556,9.481388889,Cultural,Denmark,Europe and North America,"Christiansfeld, a Moravian Church Settlement"
55.91361111,12.35777778,Cultural,Denmark,Europe and North America,The par force hunting landscape in North Zealand
61.16444444,-45.59805556,Cultural,Denmark,Europe and North America,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap
67.06393056,-51.43320556,Cultural,Denmark,Europe and North America,Aasivissuit ⿿ Nipisat. Inuit Hunting Ground between Ice and Sea
15.26666667,-61.28333333,Natural,Dominica,Latin America and the Caribbean,Morne Trois Pitons National Park
18.48333333,-69.91666667,Cultural,Dominican Republic,Latin America and the Caribbean,Colonial City of Santo Domingo
-0.81667,-91,Natural,Ecuador,Latin America and the Caribbean,Galápagos Islands
-0.003888889,-78.5,Cultural,Ecuador,Latin America and the Caribbean,City of Quito
-1.83333,-78.33333,Natural,Ecuador,Latin America and the Caribbean,Sangay National Park
-2.883333333,-78.98333333,Cultural,Ecuador,Latin America and the Caribbean,Historic Centre of Santa Ana de los Ríos de Cuenca
29.97604,31.13041,Cultural,Egypt,Arab States,Memphis and its Necropolis ⿿ the Pyramid Fields from Giza to Dahshur
25.73333,32.6,Cultural,Egypt,Arab States,Ancient Thebes with its Necropolis
22.33722222,31.62580556,Cultural,Egypt,Arab States,Nubian Monuments from Abu Simbel to Philae
30.05,31.26111,Cultural,Egypt,Arab States,Historic Cairo
30.83583333,29.66666667,Cultural,Egypt,Arab States,Abu Mena
28.55623,33.97543,Cultural,Egypt,Arab States,Saint Catherine Area
29.33333,30.18333,Natural,Egypt,Arab States,Wadi Al-Hitan (Whale Valley)
13.8275,-89.36916667,Cultural,El Salvador,Latin America and the Caribbean,Joya de Cerén Archaeological Site
15.33527778,38.93583333,Cultural,Eritrea,Africa,Asmara: A Modernist African City
59.43333,24.73333333,Cultural,Estonia,Europe and North America,Historic Centre (Old Town) of Tallinn
13.18333333,38.06666667,Natural,Ethiopia,Africa,Simien National Park
11.10006,40.57939,Cultural,Ethiopia,Africa,Lower Valley of the Awash
8.43491,38.6121,Cultural,Ethiopia,Africa,Tiya
14.13019,38.71861,Cultural,Ethiopia,Africa,Aksum
4.8,35.96666667,Cultural,Ethiopia,Africa,Lower Valley of the Omo
12.02935,39.04042,Cultural,Ethiopia,Africa,"Rock-Hewn Churches, Lalibela"
12.60692,37.46617,Cultural,Ethiopia,Africa,"Fasil Ghebbi, Gondar Region"
9.308888889,42.13777778,Cultural,Ethiopia,Africa,"Harar Jugol, the Fortified Historic Town"
5.3,37.4,Cultural,Ethiopia,Africa,Konso Cultural Landscape
-17.68337778,178.8345333,Cultural,Fiji,Asia and the Pacific,Levuka Historical Port Town
61.12056,21.7775,Cultural,Finland,Europe and North America,Bronze Age Burial Site of Sammallahdenmäki
61.12806,21.51167,Cultural,Finland,Europe and North America,Old Rauma
60.14722,24.98722,Cultural,Finland,Europe and North America,Fortress of Suomenlinna
62.25,25.18333,Cultural,Finland,Europe and North America,Petäjävesi Old Church
61.06194,26.64083,Cultural,Finland,Europe and North America,Verla Groundwood and Board Mill
22.14722,-80.45278,Cultural,Cuba,Latin America and the Caribbean,Urban Historic Centre of Cienfuegos
21.37861111,-77.91861111,Cultural,Cuba,Latin America and the Caribbean,Historic Centre of Camagüey
34.75833,32.40556,Cultural,Cyprus,Europe and North America,Paphos
34.92027778,33.09583333,Cultural,Cyprus,Europe and North America,Painted Churches in the Troodos Region
34.79833,33.34333,Cultural,Cyprus,Europe and North America,Choirokoitia
50.08972,14.41944,Cultural,Czechia,Europe and North America,Historic Centre of Prague
48.81666667,14.31666667,Cultural,Czechia,Europe and North America,Historic Centre of Ŀeský Krumlov
49.18333,15.45,Cultural,Czechia,Europe and North America,Historic Centre of Telč
49.5802,15.94205833,Cultural,Czechia,Europe and North America,Pilgrimage Church of St John of Nepomuk at Zelená Hora
49.95,15.26666667,Cultural,Czechia,Europe and North America,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec
48.77583,16.775,Cultural,Czechia,Europe and North America,Lednice-Valtice Cultural Landscape
49.59393611,17.25045833,Cultural,Czechia,Europe and North America,Holy Trinity Column in Olomouc
49.3,17.37722222,Cultural,Czechia,Europe and North America,Gardens and Castle at KromĿſíž
48.95972222,14.25277778,Cultural,Czechia,Europe and North America,Holašovice Historic Village
49.87361,16.31444,Cultural,Czechia,Europe and North America,Litomyšl Castle
49.20718333,16.61605556,Cultural,Czechia,Europe and North America,Tugendhat Villa in Brno
49.21722222,15.87888889,Cultural,Czechia,Europe and North America,Jewish Quarter and St Procopius' Basilica in Tſebíč
50.05665,15.48425833,Cultural,Czechia,Europe and North America,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem
38.86305556,125.415,Cultural,Democratic People's Republic of Korea,Asia and the Pacific,Complex of Koguryo Tombs
37.98166667,126.5080556,Cultural,Democratic People's Republic of Korea,Asia and the Pacific,Historic Monuments and Sites in Kaesong
0.916666667,29.16666667,Natural,Democratic Republic of the Congo,Africa,Virunga National Park
4,29.25,Natural,Democratic Republic of the Congo,Africa,Garamba National Park
43.95277778,4.806111111,Cultural,France,Europe and North America,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge"
48.69361111,6.183333333,Cultural,France,Europe and North America,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy"
46.56472,0.86611,Cultural,France,Europe and North America,Abbey Church of Saint-Savin sur Gartempe
42.32519444,8.628833333,Natural,France,Europe and North America,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve"
43.94722222,4.535277778,Cultural,France,Europe and North America,Pont du Gard (Roman Aqueduct)
